The Fórum Nacional de Proteção e Defesa Animal (Brazil),Animal Welfare,EA Funds (Grant Recipient),,"110,000.00",
Pan-Hellenic Animal Welfare Federation (PFO),Animal Welfare,EA Funds (Grant Recipient),,"15,000.00",
Hong Kong Veg Society,Animal Welfare,EA Funds (Grant Recipient),,"30,000.00",
EAST,Animal Welfare,EA Funds (Grant Recipient),,"70,000.00",
Southern African Faith Communities’ Environment Institute (SAFCEI),Animal Welfare,EA Funds (Grant Recipient),,"40,000.00",
Compassion in World Farming (CIWF) USA,Animal Welfare,EA Funds (Grant Recipient),,"100,000.00",
Generation Pledge,EA Infrastructure,EA Funds (Grant Recipient),,"30,000.00",
EA Survey (Rethink Charity),EA Infrastructure,EA Funds (Grant Recipient),,"20,000.00",
Instiglio,Global Health and Development,EA Funds (Grant Recipient),,"60,000.00",
Charles He,Animal Welfare,EA Funds (Grant Recipient),Research,"40,000.00",
Malaria Consortium - Seasonal Malaria Chemoprevention program,Global Health and Development,EA Funds (Grant Recipient),,"1,705,000.00",
Anthony Aguirre,Long-Term Future,EA Funds (Grant Recipient),,"70,000.00",
Tessa Alexanian,Long-Term Future,EA Funds (Grant Recipient),,"26,250.00",
Shahar Avin,Long-Term Future,EA Funds (Grant Recipient),,"40,000.00",
"Harvard University, the Greene Lab and Lucius Caviola",Long-Term Future,EA Funds (Grant Recipient),,"130,000.00",
Connor Flexman,Long-Term Future,EA Funds (Grant Recipient),,"20,000.00",
Ozzie Gooen,Long-Term Future,EA Funds (Grant Recipient),,"70,000.00",
David Girardo,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Nikhil Kunapuli,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Jacob Lagerros,Long-Term Future,EA Funds (Grant Recipient),,"27,000.00",
Alex Lintz,Long-Term Future,EA Funds (Grant Recipient),,"17,900.00",
Orpheus Lummis,Long-Term Future,EA Funds (Grant Recipient),,"10,000.00",
Vyacheslav Matyuhin,Long-Term Future,EA Funds (Grant Recipient),,"50,000.00",
Anand Srinivasan,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Eli Tyre,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Operations Camp run by Effective Altruism Norway,EA Infrastructure,EA Funds (Grant Recipient),,"18,000.00",
Policy research project run by Effective Altruism Geneva,EA Infrastructure,EA Funds (Grant Recipient),,"18,000.00",
Tax deductible status project run by Effective Altruism Netherlands,EA Infrastructure,EA Funds (Grant Recipient),,"17,000.00",
Book relaunch of The Life You Can Save,EA Infrastructure,EA Funds (Grant Recipient),,"10,000.00",
JPAL Innovation in Government Initiative,Global Health and Development,EA Funds (Grant Recipient),,"1,000,000.00",
NYU academic prize,Animal Welfare,EA Funds (Grant Recipient),,"10,000.00",
Andrzej Skowron,Animal Welfare,EA Funds (Grant Recipient),,"30,000.00",
Єдина Планета / “Unique Planet”,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
Prof. Carmen Tong,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
Modern Agriculture Foundation,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
CellAG UK,Animal Welfare,EA Funds (Grant Recipient),,"1,000.00",
AI summer school,Long-Term Future,EA Funds (Grant Recipient),,"21,000.00",
AI Safety Unconference,Long-Term Future,EA Funds (Grant Recipient),,"4,500.00",
Raising for Effective Giving (REG),EA Infrastructure,EA Funds (Grant Recipient),,"10,000.00",
Berkeley Rationality and Effective Altruism Community Hub (REACH),EA Infrastructure,EA Funds (Grant Recipient),,"5,000.00",
Animal Welfare Action Lab,Animal Welfare,EA Funds (Grant Recipient),,"154,100.00",
Animal Liberation Translation Fund,Animal Welfare,EA Funds (Grant Recipient),,"50,000.00",
Sociedade Vegetariana Brasileira,Animal Welfare,EA Funds (Grant Recipient),,"60,000.00",
Bangladesh Animal Welfare Society,Animal Welfare,EA Funds (Grant Recipient),,"50,000.00",
Vege Project,Animal Welfare,EA Funds (Grant Recipient),,"25,000.00",
Obraz,Animal Welfare,EA Funds (Grant Recipient),,"25,000.00",
The Sentience Institute,Animal Welfare,EA Funds (Grant Recipient),,"80,000.00",
ProVeg International,Animal Welfare,EA Funds (Grant Recipient),,"50,000.00",
Dharma Voices for Animals,Animal Welfare,EA Funds (Grant Recipient),,"200,000.00",
Animal Rights Center Japan,Animal Welfare,EA Funds (Grant Recipient),,"294,000.00",
Animal Friends Jogja,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
Animal Nepal,Animal Welfare,EA Funds (Grant Recipient),,"291,700.00",
Coexistence of Animal Rights on Earth,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
The Intercept,Animal Welfare,EA Funds (Grant Recipient),,"50,000.00",
Animal Welfare Media,Animal Welfare,EA Funds (Grant Recipient),,"25,000.00",
EA Sweden (Markus Anderljung),EA Infrastructure,EA Funds (Grant Recipient),,"83,264.00",
Otwarte Klatki,Animal Welfare,EA Funds (Grant Recipient),,"493,214.00",
Berkeley Existential Risk Initiative (BERI),Long-Term Future,EA Funds (Grant Recipient),,"14,838.00",
Zusha! - Road Safety Program,Global Health and Development,GiveWell Standout Charities,Program Delivery,0.00,
Re-Imagine L.A. County (Measure J),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"140,000.00",
World Animal Net (Broiler Chicken and Pig Welfare Guidelines),Animal Welfare,Open Philanthropy (Grant Recipient),,"37,600.00",
"Run, George, Run",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"45,000.00",
"We Got Us Now (Leadership, Training, and Planning Support)",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
"University of California, Los Angeles (Social Science Genetic Association Consortium)",Scientific Research,Open Philanthropy (Grant Recipient),,"2,250,000.00",
AcceleratingHT (COVID-19 Response),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"50,000.00",
Newark Community Street Team (Community-Based Public Safety Work),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"60,000.00",
BlackRoots Alliance (Work on Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
Black Strategy Fund,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
Riboscience (COVID-19 Drug Research),Scientific Research,Open Philanthropy (Grant Recipient),,"210,000.00",
UC Berkeley (Assessing COVID-19 Infection Prevalence in Rural Kenya),Scientific Research,Open Philanthropy (Grant Recipient),,"220,000.00",
University of Pennsylvania (Geopolitical Forecasting Research),Other areas,Open Philanthropy (Grant Recipient),,"29,432.00",
InMyWords (Restorative Justice),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"61,500.00",
Icosavax (COVID-19 Vaccine Development),Scientific Research,Open Philanthropy (Grant Recipient),,"6,500,000.00",
Labor Mobility Partnerships (International Labor Mobility),Immigration Policy,Open Philanthropy (Grant Recipient),,"500,000.00",
Workers Center for Racial Justice (Prosecutorial Accountability in Chicago),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"20,000.00",
Catalyst (Animal Welfare i﻿n Thailand),Animal Welfare,Open Philanthropy (Grant Recipient),,"350,000.00",
Southsiders Organized for Unity and Liberation (Prosecutorial Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"150,000.00",
Economic Policy Institute (Macroeconomic Policy Research),Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"550,000.00",
Michigan Liberation (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"80,000.00",
Royal Society for the Prevention of Cruelty to Animals (Animal Welfare Advocacy in Asia),Animal Welfare,Open Philanthropy (Grant Recipient),,"500,000.00",
Early-Career Funding for Global Catastrophic Biological Risks (Scholarship Support),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"1,402,330.00",
Group Nine Media (Factory Farming Videos),Animal Welfare,Open Philanthropy (Grant Recipient),,"680,448.00",
Employ America,Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"1,000,000.00",
Mass Liberation Project,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"150,000.00",
215 People's Alliance (Criminal Justice Reform Coalition),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"155,000.00",
New York University (Work on Fish Welfare),Animal Welfare,Open Philanthropy (Grant Recipient),,"95,000.00",
Stanford University (Universal Flu Drug Research),Scientific Research,Open Philanthropy (Grant Recipient),,"415,000.00",
VST Bio (Stroke Treatment),Scientific Research,Open Philanthropy (Grant Recipient),,"2,000,000.00",
VegeProject (Corporate Outreach),Animal Welfare,Open Philanthropy (Grant Recipient),,"102,400.00",
Project NIA (Transformative Justice Work Led by Mariame Kaba),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"170,000.00",
Rita Allen Foundation (Award in Pain Scholars),Scientific Research,Open Philanthropy (Grant Recipient),,"330,000.00",
"Grassroots Leadership, Inc. (Texas Advocates for Justice Project)",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"150,000.00",
Wilson Center (AI Policy Seminar Series),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"496,540.00",
VOCAL-NY (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"200,000.00",
Stanford University (Coronavirus Drug Research),Scientific Research,Open Philanthropy (Grant Recipient),,"2,531,000.00",
Frontline Dads,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
Foundation for Food and Agriculture Research (Chickpea and Corn Zein Research),Animal Welfare,Open Philanthropy (Grant Recipient),,"444,000.00",
Foundation for Food and Agriculture Research (Plant Protein Optimization Research),Scientific Research,Open Philanthropy (Grant Recipient),,"250,000.00",
We Animals Media (Content for Animal Welfare Advocacy),Animal Welfare,Open Philanthropy (Grant Recipient),,"517,000.00",
Food Frontier (Plant-Based Meat Alternatives),Animal Welfare,Open Philanthropy (Grant Recipient),,"200,000.00",
JusticeLA,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
Andrew Lohn (A Paper on Machine Learning Model Robustness),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"15,000.00",
Harvard University (Biosecurity and Biosafety),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"315,000.00",
Center for Popular Democracy (Fed Up Campaign),Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"465,000.00",
CAF America (Animal Welfare),Animal Welfare,Open Philanthropy (Grant Recipient),,"130,670.00",
Centre for the Governance of AI,Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"450,000.00",
Center for Population-Level Bioethics,Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"250,000.00",
Kainomyx (Antimalarial Drug),Scientific Research,Open Philanthropy (Grant Recipient),,"1,999,999.00",
Working Families Party (Prosecutor Reforms in New York),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"117,300.00",
Gryphon Scientific (Empirical Biosafety Research),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"2,000,000.00",
The Leadership Conference on Civil and Human Rights (Federal Criminal Justice Reform Advocacy),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"75,000.00",
Animal Outlook (Factory Farm Investigations Media Coverage),Animal Welfare,Open Philanthropy (Grant Recipient),,"44,200.00",
The Pollination Project (Farm Animal and Veg Advocacy Conference),Animal Welfare,Open Philanthropy (Grant Recipient),,"75,800.00",
Public Policy and Education Fund of New York (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
Duke University (COVID-19 Antiviral Studies),Scientific Research,Open Philanthropy (Grant Recipient),,"130,982.00",
Penn State University (Research on Emergency Food Resilience),Scientific Research,Open Philanthropy (Grant Recipient),,"3,064,660.00",
Eurogroup for Animals (EU Chicken Welfare Advocacy),Animal Welfare,Open Philanthropy (Grant Recipient),,"635,000.00",
Mijente (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
1Day Sooner,Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"500,000.00",
Soroka Medical Center (COVID-19 Interferon Lambda Trial Study),Scientific Research,Open Philanthropy (Grant Recipient),,"55,000.00",
Mass Liberation Arizona,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"10,000.00",
Court Watch NOLA,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
Stanford University (Preclinical Research on Hepatitis B),Scientific Research,Open Philanthropy (Grant Recipient),,"915,000.00",
Conservative Animal Welfare Foundation (Animal Welfare Advocacy),Animal Welfare,Open Philanthropy (Grant Recipient),,"488,467.00",
You Are Not Alone (Drug Possession Decriminalization),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"30,000.00",
Open Phil AI Fellowship (2020 Class),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"2,300,000.00",
Movement Voter Project (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"1,500,000.00",
Life Sciences Research Foundation (Young Investigators),Scientific Research,Open Philanthropy (Grant Recipient),,"585,000.00",
World Economic Forum (Global AI Council Workshop),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"50,000.00",
Foundation for Food and Agriculture Research (Research on Drought-Tolerant Rice),Scientific Research,Open Philanthropy (Grant Recipient),,"97,500.00",
Southerners on New Ground (Criminal Justice Reform Work),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
Equity and Transformation,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"25,000.00",
LessWrong,Other areas,Open Philanthropy (Grant Recipient),,"300,000.00",
Mercy Corps (Seasonal Migration Pilot Project and RCT),Immigration Policy,Open Philanthropy (Grant Recipient),,"1,000,000.00",
Law for Black Lives (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
Harvard University (COVID-19 Serological Tests),Scientific Research,Open Philanthropy (Grant Recipient),,"1,784,981.00",
Rutgers University (Nuclear Conflict Climate Modeling),Global Catastrophic Risks,Open Philanthropy (Grant Recipient),,"3,000,000.00",
Amistad Law Project,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
Families Against Mandatory Minimums,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
Sea-Long Global Respiratory Systems (COVID-19 Ventilation Helmet Production),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"325,000.00",
Riverside Justice Table (Criminal Justice Reform Work),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"15,000.00",
African Union Development Agency,Scientific Research,Open Philanthropy (Grant Recipient),,"2,500,000.00",
University of Michigan (COVID-19 Protein Production),Scientific Research,Open Philanthropy (Grant Recipient),,"348,000.00",
Icahn School of Medicine at Mount Sinai (COVID-19 Diagnostic Testing),Scientific Research,Open Philanthropy (Grant Recipient),,"627,700.00",
"Truth, Reconciliation, and Reparations",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"25,000.00",
National Council for Incarcerated and Formerly Incarcerated Women and Girls,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"250,000.00",
Engineers Without Borders USA (COVID-19 Hospital Equipment),Scientific Research,Open Philanthropy (Grant Recipient),,"250,000.00",
iGEM (Synthetic Biology Safety and Security),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"940,000.00",
Brown Institute for Media Innovation (COVID-19 Rapid Micro-Grants),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"15,000.00",
Florida Rights Restoration Coalition,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"500,000.00",
Foundation for Food and Agriculture Research (Animal Welfare Research),Animal Welfare,Open Philanthropy (Grant Recipient),,"500,000.00",
UC Berkeley (Research on Rapid COVID-19 Serology Testing),Scientific Research,Open Philanthropy (Grant Recipient),,"1,000,000.00",
University of Colorado (COVID-19 Personal Protective Equipment Experiments),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"250,000.00",
Effective Altruism Foundation (European Policy Research),Global Health and Development,Open Philanthropy (Grant Recipient),,"15,358.00",
"Californians for Stem Cell Research, Treatments and Cures (California Institute for Regenerative Medicine)",Scientific Research,Open Philanthropy (Grant Recipient),,"580,000.00",
A New Way of Life,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"25,000.00",
Rockefeller University (Viral Histone Mimics),Scientific Research,Open Philanthropy (Grant Recipient),,"200,000.00",
fair-fish international association,Animal Welfare,Open Philanthropy (Grant Recipient),,"630,370.00",
Movement Alliance Project (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"180,000.00",
Broad Institute (COVID-19 Diagnostic Testing),Scientific Research,Open Philanthropy (Grant Recipient),,"925,000.00",
Against COVID-19 (COVID-19 Database Support),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"10,000.00",
Johns Hopkins University (Support for Jared Kaplan and Brice Ménard),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"55,000.00",
Court Watch NOLA (Coalition Coordination),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"35,000.00",
UC Davis (Research on Antiviral Drugs),Scientific Research,Open Philanthropy (Grant Recipient),,"206,613.00",
Georgetown Center for Global Health Science and Security,Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"2,400,000.00",
Broad Institute (Pandemic Preemption System),Scientific Research,Open Philanthropy (Grant Recipient),,"1,000,000.00",
Just Outcomes (Restorative Justice Convenings and Affinity Group Meetings),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"30,000.00",
Good Judgment Inc. (COVID-19 Forecasting),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"68,000.00",
UC Berkeley (Deworming and Cash Transfers),Global Health and Development,Open Philanthropy (Grant Recipient),,"88,000.00",
Council on Strategic Risks (Biological Weapons Prevention),Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"410,000.00",
ReFrame (ReFrame Academy),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"31,500.00",
Safety and Justice Oregon,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"200,000.00",
Stanford University (Infant Immunome Study),Scientific Research,Open Philanthropy (Grant Recipient),,"8,293,676.00",
Study and Training Related to AI Policy Careers (Scholarship Support),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,0.00,
Brighter Green (Animal Welfare Advocacy),Animal Welfare,Open Philanthropy (Grant Recipient),,"340,000.00",
International Society for Applied Ethology (Advance Animal Welfare Science in Developing Nations),Animal Welfare,Open Philanthropy (Grant Recipient),,"229,830.00",
Royal Society for the Prevention of Cruelty to Animals (Broiler Chicken Welfare Outreach),Animal Welfare,Open Philanthropy (Grant Recipient),,"425,000.00",
Bipartisan Commission on Biodefense,Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"2,970,000.00",
"Run, George, Run",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"30,000.00",
San Francisco Rising (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"50,000.00",
Soko Tierschutz (Factory Farm Investigations),Animal Welfare,Open Philanthropy (Grant Recipient),,"297,291.00",
Wilson Center (AI Policy Seminar Series),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"368,440.00",
WestExec (Report on Assurance in Machine Learning Systems),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"350,000.00",
Stanford University (Coronavirus Drug Research),Scientific Research,Open Philanthropy (Grant Recipient),,"165,000.00",
UC Davis (Malaria Gene Drive Feasibility Analysis),Scientific Research,Open Philanthropy (Grant Recipient),,"1,500,000.00",
University of Oxford (New Office for Effective Altruism Organizations),Other areas,Open Philanthropy (Grant Recipient),,"776,271.00",
Texas Organizing Project PAC,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
gui2de (Zusha! Road Safety Campaign),Global Health and Development,Open Philanthropy (Grant Recipient),,"100,000.00",
Commonwealth Veterinary Association (Animal Welfare),Animal Welfare,Open Philanthropy (Grant Recipient),,"15,000.00",
Reform Jails and Community Reinvestment Initiative (Reform L.A. Jails Ballot Measure),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"300,000.00",
"Run, George, Run",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"70,000.00",
The Leadership Conference on Civil and Human Rights (Federal Criminal Justice Reform Advocacy),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"200,000.00",
Amistad Law Project,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"25,000.00",
Youth and Families Taking Power,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"80,000.00",
Georgetown Center for Global Health Science and Security,Biosecurity and Pandemic Preparedness,Open Philanthropy (Grant Recipient),,"1,200,000.00",
Centre for Effective Altruism (Support for The Precipice),Other areas,Open Philanthropy (Grant Recipient),,"38,350.00",
Niskanen Center (Research on Immigration Policy),Immigration Policy,Open Philanthropy (Grant Recipient),,"200,000.00",
Dao Foods (Plant-Based Startup Incubator),Animal Welfare,Open Philanthropy (Grant Recipient),,"215,000.00",
Krystal Caldwell and Sydney Heiss (Animal Welfare Research),Animal Welfare,Open Philanthropy (Grant Recipient),,"156,781.00",
Stanford University (AI Safety Seminar),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"6,500.00",
Georgetown University (Center on Poverty and Inequality),Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"50,000.00",
ActAsia (Reduce Fur Demand in Asia),Animal Welfare,Open Philanthropy (Grant Recipient),,"300,000.00",
Certified Humane (Animal Welfare Certification Work),Animal Welfare,Open Philanthropy (Grant Recipient),,"210,000.00",
World Animal Protection (Animal Welfare in Southeast Asia),Animal Welfare,Open Philanthropy (Grant Recipient),,"400,000.00",
RAND Corporation (Research on the State of AI Assurance Methods),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"30,751.00",
YIMBY Law,Land Use Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
University of Missouri (Animal Welfare Research),Animal Welfare,Open Philanthropy (Grant Recipient),,"189,000.00",
Texas Inmate Families Association,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"120,000.00",
Press Shop (Support for Human Compatible),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"17,000.00",
Vegan Women Summit,Animal Welfare,Open Philanthropy (Grant Recipient),,"5,000.00",
FAI Farms ( Cage-Free Egg Investigation),Animal Welfare,Open Philanthropy (Grant Recipient),,"105,000.00",
Center for Welfare Metrics (Impacts of Animal Welfare Reforms),Animal Welfare,Open Philanthropy (Grant Recipient),,"784,586.00",
National Council for Incarcerated and Formerly Incarcerated Women and Girls (Regranting to Promising Projects),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"500,000.00",
Environmental & Animal Society of Taiwan (Animal Welfare Campaigns),Animal Welfare,Open Philanthropy (Grant Recipient),,"521,000.00",
A La Defensa (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"125,000.00",
LA Voice ( Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"150,000.00",
theguardian.org (Journalism on Factory Farming and Animal Cruelty),Animal Welfare,Open Philanthropy (Grant Recipient),,"900,000.00",
UC Berkeley (AI Safety Research),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"1,111,000.00",
Riverside Justice Table (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"275,000.00",
Debt Collective (Criminal Justice Reform Work),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"75,000.00",
Impact Justice (Restorative Justice Project),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"4,000,000.00",
Global Animal Partnership (Animal Welfare Activities),Animal Welfare,Open Philanthropy (Grant Recipient),,"1,000,000.00",
Alliance for Safety and Justice,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"10,000,000.00",
Good Films Impact (“Just Mercy” Engagement),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"125,000.00",
The END Fund,Global Health and Development,Open Philanthropy (Grant Recipient),,"2,500,000.00",
Sightline Institute (Housing and Urban Development),Land Use Reform,Open Philanthropy (Grant Recipient),,"600,000.00",
Dezernat Zukunft (Monetary and Fiscal Policy in Europe),Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"100,000.00",
asha bandele (Criminal Justice Books),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"335,000.00",
National Council for Incarcerated and Formerly Incarcerated Women and Girls,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"2,250,000.00",
Smart Justice CA (California Criminal Justice Reform Lobbying),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"50,000.00",
Faith in Texas (Justice System Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"150,000.00",
Broad Institute (Genome Editing Research),Scientific Research,Open Philanthropy (Grant Recipient),,"2,500,000.00",
Court Watch NOLA,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"500,000.00",
Power Coalition for Equity and Justice (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"25,000.00",
Essie Justice Group,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"3,000,000.00",
Faith in Action (Live Free Campaign),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"400,000.00",
Michigan Liberation (Prosecutor Accountability),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"165,000.00",
Stanford University (Global Catastrophic Risk Education),Global Catastrophic Risks,Open Philanthropy (Grant Recipient),,"250,000.00",
Worth Rises,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"300,000.00",
Working Families Organization (Prosecutor Accountability and Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"1,440,000.00",
Griffith University (Animal Welfare Advocacy),Animal Welfare,Open Philanthropy (Grant Recipient),,"100,000.00",
Washington Center for Equitable Growth (Macroeconomic Policy Research),Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"750,000.00",
Center for Popular Democracy (Fed Up Campaign),Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"600,000.00",
UC Berkeley (Center for Human-Compatible AI),Potential Risks from Advanced Artificial Intelligence,Open Philanthropy (Grant Recipient),,"200,000.00",
Cincinnati Children's Hospital Medical Center (Infant Immunome and Influenza Studies),Scientific Research,Open Philanthropy (Grant Recipient),,"9,105,777.00",
A New Way of Life (Community Education and Voter Registration),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"200,000.00",
"The Ahimsa Collective (""Life Comes From It"" Fund Administration)",Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"155,000.00",
Promise of Justice Initiative (East Baton Rouge Parish Prison Reform Coalition),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"170,000.00",
Plant Based Foods Association (Grocery Store Study),Animal Welfare,Open Philanthropy (Grant Recipient),,"230,000.00",
Citizens for Juvenile Justice,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"75,000.00",
The Justice Collaborative,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"600,000.00",
Just Liberty,Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"320,000.00",
Movement Voter Project (Student Organizing),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"100,000.00",
Ohio Voice (Vision for Ohio Fellowship),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"210,000.00",
Employ America,Macroeconomic Stabilization Policy,Open Philanthropy (Grant Recipient),,"1,000,000.00",
